seed,selected_epoch,best_selection_val_loss,selection_minutes,production_minutes,production_final_train_loss
42,72,0.0045364949991649455,6.829084273179372,5.1992736538251245,0.005308265507539413
123,36,0.004516593317509705,3.635193336009979,2.2672356287638347,0.005409132750992301
2026,101,0.004539304752704345,8.487761211395263,9.062415472666423,0.005368203406346647
