epoch,train_loss
1,0.009806525084884565
2,0.006900912239390164
3,0.006241211208950961
4,0.0058768902205462254
5,0.005672874778457184
6,0.005533388266633612
7,0.005522808109511227
8,0.005460819902790812
9,0.005445428899552873
10,0.0053885951865169065
11,0.005364205060938925
12,0.005377582423870918
13,0.005361343787203503
14,0.0053580551760536235
15,0.005324398132252442
16,0.005401309774921695
17,0.005347039525590361
18,0.005329971355273399
19,0.005305855876730251
20,0.005339930566459124
21,0.0053491704897653
22,0.005315789507354074
23,0.005304391380945391
24,0.00536158235264928
25,0.00537408742878082
26,0.005309581690475634
27,0.0054087974346295345
28,0.0053231013665567695
29,0.005366834615194903
30,0.005353155170081407
31,0.005319445028752781
32,0.005329122267424029
33,0.005322673480153733
34,0.0054410240353031155
35,0.0053421673020934745
36,0.005409132750992301
