epoch,train_loss,val_loss
1,0.01030670287574232,0.005961473977979012
2,0.007131085416999844,0.005581285816629269
3,0.00646739862419485,0.005186406973993824
4,0.00603329133201324,0.004954703203602258
5,0.005775755042247357,0.004844550372617926
6,0.005602186515043878,0.005288745274646525
7,0.005517093113507266,0.004801298670293959
8,0.005469002817725178,0.005024948573942248
9,0.005405073977737118,0.00503570671854532
10,0.005363835910860946,0.005036287424961065
11,0.0053364048218442536,0.004679911607725332
12,0.005335399303741652,0.004864070328236014
13,0.005302690715086328,0.004830365927949445
14,0.005286902021362612,0.004647883418565362
15,0.005303214447707688,0.0047296359766982885
16,0.005263243100126074,0.004826890067026752
17,0.005290069160367296,0.004748150745857095
18,0.005257558707706825,0.004802785221224191
19,0.005258475421319041,0.004974682495622749
20,0.005230476966192252,0.004852633721714637
21,0.0052704991206941115,0.004815198853334854
22,0.005240834574434996,0.0048103134967287554
23,0.00526366152000249,0.004825447620447717
24,0.005246548262861599,0.004870955893233759
25,0.0052481478648914994,0.004919332676490426
26,0.005228343776330462,0.004653151429249829
27,0.005241822936657156,0.0046112430993481566
28,0.005264000694588968,0.0047046045115584495
29,0.0052448716919560375,0.004661369138268064
30,0.00521458111056454,0.004634535944277716
31,0.005201411741157331,0.005171501961461745
32,0.005227408091980351,0.004757631828773952
33,0.005209587348267389,0.004827575451139369
34,0.005224604387000469,0.004765997878140182
35,0.005265265875393358,0.0047733195010115324
36,0.00522298178941418,0.004516593317509705
37,0.005223469863521621,0.004934617100097414
38,0.005216628368377122,0.004540193442434931
39,0.0052201608727526815,0.004805023172424597
40,0.005214609944135545,0.00477216981114826
41,0.005209047449723371,0.004833552230547937
42,0.005221328303385975,0.004767501157365163
43,0.0052070916017589765,0.004719690779837141
44,0.005232851395182163,0.0047880933334484505
45,0.005220489768489242,0.004739799484671226
46,0.005200855649132106,0.004794244933712993
47,0.005206464566016747,0.004651885996159951
48,0.0052079018191722734,0.0049381922800391395
49,0.0051981028578862755,0.004853866788880381
50,0.005203181187400412,0.004663681331190674
51,0.0052238848413158,0.004608177975612913
52,0.005200411105804059,0.004617939858702897
53,0.005185438548424843,0.004733466526369176
54,0.005214650128212643,0.004740989829331632
55,0.00520660994537292,0.004765077334479538
56,0.0051798058009207065,0.004618394556780534
57,0.005226150359508874,0.004751887288897754
58,0.005179307925644852,0.0047498125550849025
59,0.005197401713396169,0.00483404365324436
60,0.0052038033499703954,0.004606856508521761
61,0.005184795340212357,0.004916946053087263
62,0.00521248928324983,0.004673031712259492
63,0.005200763659381697,0.00469609519714391
64,0.005187932928635153,0.004699328808304106
65,0.005207470871003859,0.005076639433331599
66,0.005203496482504721,0.004713121447505093
