epoch,train_loss
1,0.009185140081574988
2,0.006786250660383577
3,0.0061418404614384395
4,0.005802150614276879
5,0.005627532038504851
6,0.005520142163306012
7,0.005477043495262525
8,0.005437903498340331
9,0.005409350546953434
10,0.00535136652560372
11,0.005338619105360823
12,0.0053138490026843925
13,0.0053277377181875345
14,0.005372530278030745
15,0.005356172597768794
16,0.005321121866874313
17,0.005405615772100867
18,0.0053526382433522705
19,0.005416340022702383
20,0.00531463621920035
21,0.005322498072771322
22,0.0053285026282753785
23,0.005308210152623208
24,0.00538071174060367
25,0.005346234452460352
26,0.005304445744528653
27,0.0053319031159546615
28,0.00530289242490632
29,0.005274393863015337
30,0.00527697459921909
31,0.005346119395446241
32,0.005286365398832287
33,0.00527741367621294
34,0.0053195859292349094
35,0.005315751041023679
36,0.005285358417197236
37,0.005295276904865499
38,0.005261394522223627
39,0.005364461236555671
40,0.005300905249891341
41,0.005289932144395215
42,0.005279617057475379
43,0.005276943617374484
44,0.005278993178206075
45,0.005328655130954679
46,0.005278898217637711
47,0.005266998640873412
48,0.005280696590823678
49,0.005248458583530274
50,0.005286635662009088
51,0.005337839604282497
52,0.005291132467655279
53,0.005280060027374902
54,0.005290616778929529
55,0.005311190659098345
56,0.005304339996590303
57,0.0053833018339472195
58,0.005311436192716806
59,0.005288397499908158
60,0.005317247582589429
61,0.005300021530435565
62,0.005324223570985291
63,0.005307473467267045
64,0.005281311010784413
65,0.005277163091971423
66,0.005347793846190979
67,0.005293757394276155
68,0.005293655177256022
69,0.0053137448061496735
70,0.00529744654660322
71,0.00536810808364414
72,0.005308265507539413
