loss,rmse,mae,r2,bias,peak_rmse,ramp_rmse
Huber,83.61195121790223,52.75657029341637,0.8775283339997401,3.362942215923567,92.30242845459334,65.69406466993922
MSE,89.37342918197963,59.16454417341075,0.8553646148863744,1.063995489396218,114.93011029624704,64.76317022859996
