test_station,MSE_minus_Huber__rmse,MSE_minus_Huber__mae,MSE_minus_Huber__r2,MSE_minus_Huber__bias,MSE_minus_Huber__peak_rmse,MSE_minus_Huber__ramp_rmse
P2,-5.213355179536094,-3.492081570167734,0.20900336210760928,13.285268145845194,-21.31660299135764,0.7088192942292562
S1,20.78451987919607,20.415458450862943,-0.07588223426424856,-3.359343598870776,76.51677353469938,-1.49456779130837
S2,-3.786542849186162,-1.265885689140731,0.010172432226350336,-2.6805273312116142,-3.25838445086886,-0.7666231847523193
S3,0.2864568622222947,0.07434887826092051,-0.0007813553021986941,-0.8569692494996555,-5.375343558869446,-0.5314923479570979
