pv_name,rmse,mae,r2,gof,n_train,n_val
pv_1075,7.181081837895864,5.298190780742924,0.9468187220226163,94.56189930350641,51548,591
pv_1077,6.5347440573711015,4.980328753349543,0.9586717594239242,95.17891332123686,51550,591
pv_1079,6.1191244966532095,4.8034711456500885,0.9608535058891726,95.29005668036507,51557,590
pv_108,6.28016016835606,4.756847697845369,0.9641470071510493,95.5066180518969,51564,591
pv_1081,7.227496848507335,5.404595888471846,0.946511992781695,94.51175685007485,51555,591
pv_1083,6.565133042367491,5.09862533461624,0.9557927227695119,95.01581539194403,51560,591
pv_1085,6.393659650169456,4.913642607070065,0.9602454087525252,95.26499568572231,51556,591
pv_1087,7.024852615980043,5.20571156923541,0.9496622878834947,94.68743108268005,51550,591
pv_1089,6.402224975330666,4.9090844300031256,0.958554982808545,95.17243178046263,51552,591
pv_1091,7.692745349624468,5.920881254120325,0.9395954443020503,94.15701540214187,51559,591
pv_1093,5.785388963522332,4.361689187314505,0.9665151033849836,95.66956878900231,51565,591
pv_1095,6.100701548834188,4.626461736308742,0.9621744202462514,95.42283621862698,51556,591
pv_1097,6.842463010103974,5.2971648246100305,0.9519797193277254,94.8075561397768,51558,591
pv_1099,6.478664296876881,4.977871217562261,0.9579742244345715,95.14151145307416,51562,591
pv_110,6.404365276558107,4.830012037330473,0.9631807580889404,95.45613509976123,51564,591
pv_1101,6.260768656596211,4.833468627629143,0.9620488047229143,95.38837805826242,51551,591
pv_1103,7.537527033682005,5.8119842174936664,0.9419676897648219,94.27718630541402,51559,591
pv_1105,6.212198808472137,4.790513461007282,0.9609131742157815,95.31277931520617,51564,591
pv_1107,7.110210178043125,5.375006024167824,0.9489916253150283,94.64107351985285,51550,591
pv_1109,6.246935864817871,4.762654293862292,0.9634969076234515,95.46276820632472,51567,591
pv_1111,6.530711466394031,5.069128970466492,0.9563145255711816,95.04575813897797,51564,591
pv_1113,6.157977499119886,4.787770853224139,0.9612867316205843,95.32805155994528,51568,591
pv_1115,6.671369011157389,5.107411512277655,0.9544652591914219,94.93908015098427,51559,591
pv_1117,6.373890235956635,4.9126922542552665,0.9583665208872147,95.16980055672906,51556,591
pv_1119,6.396976561041162,4.86286266489279,0.9586470366608595,95.1936559316305,51554,591
pv_112,6.535149685876803,4.900611954235587,0.9617009680757035,95.36489477623067,51567,591
pv_1121,6.029812982393575,4.63160882018746,0.9630254779019884,95.4764960312248,51554,591
pv_1123,6.283558462202632,4.680325440779555,0.9610790987911744,95.33619345092029,51562,591
pv_1125,5.68082955452012,4.458102536863079,0.9669654388037706,95.71083142633869,51554,591
pv_1127,6.72777626496749,5.212399806661654,0.9533970170235041,94.89377151052841,51559,591
pv_1129,6.986331942410981,5.32002241698215,0.9529888728388137,94.830547932108,51559,591
pv_1131,7.048713007958842,5.096495887924571,0.948985123385655,94.69232639074792,51560,591
pv_1133,7.003637048679478,5.286020235059225,0.9509162852937655,94.7459467948714,51556,591
pv_1135,6.464577317201497,4.961601449543652,0.9585599180000998,95.16596581167191,51549,591
pv_1137,6.692280331612023,5.117043450947744,0.9544004716955907,94.93213988719386,51553,591
pv_1139,6.962197451963815,5.0444748973563565,0.9499465427547481,94.73472555795747,51561,590
pv_114,7.32527807478491,5.428257392098254,0.9512409404035148,94.7585770425344,51554,591
pv_1141,6.22768697690494,4.741495864379225,0.9634439614208482,95.458185742063,51566,591
pv_1143,7.8574257368877145,5.843513129156858,0.9359582382512183,94.02233459149525,51559,591
pv_1145,6.441865889749357,4.981829732053372,0.9579860454828079,95.14469206581619,51554,591
pv_1147,6.494654213911882,4.929534313301549,0.957659586170204,95.07970560374523,51564,591
pv_1149,6.342665238034454,4.790130254024176,0.959077682503644,95.23359532066308,51554,591
pv_1151,6.313747984224775,4.860241064454497,0.959734279649652,95.23709185603556,51553,591
pv_1153,7.547729508280759,5.802194371183107,0.9413741528143594,94.26528648404137,51555,591
pv_1155,6.179196814833182,4.788939974917171,0.9609930326243077,95.31235224536971,51568,591
pv_1157,6.914128029784935,5.33395720883271,0.9539373251172457,94.87925539980196,51559,591
pv_1159,7.589651576669919,5.805054174716098,0.940742013144505,94.23178393263719,51555,591
pv_116,7.4281426653472336,5.479206896735931,0.9498372469258605,94.68343715710188,51553,591
pv_1161,6.819519143419282,5.285562645142453,0.9523046783531551,94.82359583149704,51558,591
pv_1163,7.8052287674646905,5.7610598278771805,0.9369969683788603,94.07575582179896,51547,591
pv_1165,6.43306433923088,4.92085705514285,0.9589088598404308,95.19026354654123,51552,591
pv_1167,7.420496624969288,5.752024196848247,0.9437027503016033,94.36712669503795,51558,591
pv_1169,6.5351658436211615,4.836857378543331,0.9566612262780064,95.06581341957475,51564,591
