pv_name,temperature,pressure,windspeed,dewpoint,ghi_global,hour_sin,hour_cos,doy_sin,doy_cos,ghi_neighbor_1,ghi_neighbor_2,ghi_neighbor_3
pv_10,0.005819807315950433,0.002377397281074476,0.0031451615243738183,0.0041527470856218916,0.21164645818643354,0.01725458123724295,0.0058235558799289615,0.004529107904478384,0.007310086855624076,0.2923638234874765,0.23021960810649733,0.21535766513529764
pv_100,0.005658413905836445,0.002313834479522458,0.0030824769720881806,0.003957496672392149,0.21420815585158487,0.01681067615099721,0.0056593236055636435,0.004520257761590133,0.006966452519542194,0.2884311433358942,0.22830255735471297,0.2200892113902757
pv_1001,0.004756520903381582,0.0024347834575570025,0.0030474986511718626,0.004138369585872454,0.150888227481095,0.018264018255920375,0.0056286855218955064,0.004890530107858822,0.006609949130954288,0.19892277384192042,0.22006791100175804,0.38035073206061476
pv_1003,0.003312786393765318,0.0017915208264343515,0.0019469900751010493,0.00274764600734339,0.0854892832083811,0.017969486781399063,0.0045057419516267285,0.004411637743312938,0.005912476219512676,0.6702742154356166,0.09759133882364757,0.1040468765338593
pv_1005,0.003174269193696845,0.0015981129827260293,0.0019589525833910875,0.002499584973562929,0.037236475108494316,0.015540389701091032,0.003798576142093589,0.0030214463246803973,0.004729170249114017,0.04398508320734994,0.8449984306955218,0.03745950883827804
pv_1007,0.004761553361003412,0.002468341088053369,0.002953497499694919,0.004252963274284211,0.20770323472350197,0.017447551185006186,0.005403647334788923,0.004711516472993506,0.006168733741240391,0.2931093414968382,0.23573168488878038,0.2152879349338146
pv_1009,0.003291708160235014,0.001614351950229426,0.002024179433765963,0.0025641266250408835,0.038069432421962694,0.015918177248286133,0.004069718572131338,0.002979376113197778,0.004836179500236503,0.03262090607178061,0.8449530238253096,0.047058820077824096
pv_1011,0.004684296737364899,0.0024267389691243492,0.0029701238679925696,0.004186717591411192,0.21198103986627145,0.017289115912404934,0.005288229414180244,0.004667595198676899,0.006012126550967128,0.28993822510695405,0.23515753970768383,0.21539825107696856
pv_1013,0.003000663176949797,0.0016776565816026378,0.0020194176388478365,0.0025139295406288917,0.06446781578906773,0.018349351269687484,0.004135757595319933,0.003288711560781489,0.005321304705580611,0.03209110419708915,0.7405855609778969,0.1225487269665476
pv_1015,0.003398061100424592,0.0017699837270624063,0.001968069810808704,0.002776311384097194,0.18753756428484553,0.017606108326192138,0.004593046292089604,0.0049694643036582616,0.006020498681001512,0.2636142727270942,0.24664036682528204,0.25910625253744385
pv_1017,0.003053225058547113,0.0012792190951066609,0.0015460490118307112,0.002054401577391173,0.06220449939338796,0.016462901509267096,0.0036992392507170487,0.0029277817836497206,0.004618894092149614,0.8841795280772161,0.008979533970127457,0.008994727180609358
pv_1019,0.003771291776164519,0.0016748432636936542,0.0023340693337532098,0.0026652057699477322,0.077371382863034,0.01706446630943746,0.004314120921010631,0.0029608392196433684,0.005702912593166909,0.3466453947790773,0.2968928465423296,0.2386026266287416
