basis,n_seeds,macro_rmse_all4_mean,macro_rmse_all4_std,macro_rmse_all4_min,macro_rmse_all4_max,pooled_rmse_all4_mean,pooled_rmse_all4_std,pooled_rmse_all4_min,pooled_rmse_all4_max,macro_r2_all4_mean,macro_r2_all4_std,macro_r2_all4_min,macro_r2_all4_max,macro_rmse_complete3_mean,macro_rmse_complete3_std,macro_rmse_complete3_min,macro_rmse_complete3_max,pooled_rmse_complete3_mean,pooled_rmse_complete3_std,pooled_rmse_complete3_min,pooled_rmse_complete3_max,worst_rmse_complete3_mean,worst_rmse_complete3_std,worst_rmse_complete3_min,worst_rmse_complete3_max,p2_rmse_mean,p2_rmse_std,p2_rmse_min,p2_rmse_max,p2_r2_mean,p2_r2_std,p2_r2_min,p2_r2_max
eigen_TPS_K16,3,79.00435212551365,5.64224614420491,72.75345231841183,83.72028316789519,93.68635966680523,9.385851580338274,82.94997838475057,100.33587681302085,0.6831334829817494,0.030028328817988306,0.6494536004538757,0.7071113277391988,92.53560220232056,7.832269769169651,83.61195121119728,98.27053000269399,94.67795043343612,9.540335169071577,83.7606273959018,101.41216610974269,118.20047060417001,24.32026159020333,90.17236051437494,133.7290907390079,38.410601895092945,2.9677531758260343,34.9843073817245,40.17795564005552,0.2097269030213498,0.11892628561227298,0.1387570813438741,0.3470249992430841
wendland_K411,3,81.96112739157013,4.239825466168002,77.87768585495039,86.34170448217155,98.71044032449885,7.023649686889192,91.89857561363557,105.9282658178359,0.6910603868284658,0.03078706388749668,0.6556651907473443,0.7116264990483577,97.16443705558834,5.456363948122264,91.58197950255514,102.48529688935525,99.79861084552863,7.119675750564183,92.88370220622643,107.10675493140987,128.53587611613713,16.755128417905404,113.53737200465206,146.61898305154546,36.35119839951557,1.8024812016553526,34.37786302579011,37.91092726062044,0.2938471091782924,0.06935456584850046,0.2332058197181015,0.3694671061497609
