method,pooled_rmse_complete3,macro_rmse_complete3,worst_rmse_complete3,macro_mae_complete3,macro_r2_complete3,macro_abs_bias_complete3,macro_peak_rmse_complete3,macro_ramp_rmse_complete3
nearest_station,82.9321586853107,82.55804542603576,93.82303508191038,43.55593392300517,0.8794952505913095,3.7285490848149814,113.36256237780746,81.31107936942243
station_IDW,83.12646170370174,82.72230782850123,94.43839666038852,44.66139818359428,0.8789027346539183,4.639607906225507,111.19326938669481,78.64686130234695
direct_CSI_TPS,83.7705245890176,83.62250407126943,90.20178593355541,52.76978106157116,0.8774877450295181,9.565902385516628,92.30242845459334,65.7015367169814
IDW_residual_TPS,85.21773304551758,84.92370440578638,94.6818173609784,51.13662941774663,0.8727779523807199,6.278748185557096,93.66392568590281,71.84135090460784
NSRDB,148.92456051079532,148.81741048600722,156.36866505209943,118.40074726370983,0.6148564388417269,109.9235585390004,163.42321742606956,69.33227718143884
