datetime_local,pv_mean_ghi,pv_median_ghi,pv_std_ghi,pv_min_ghi,pv_max_ghi,n_unique_ghi_0p1
2024-07-28 09:00:00-07:00,372.84288462092366,396.9825134277344,95.63198156991298,120.06703186035156,474.29150390625,153
2024-07-28 11:00:00-07:00,530.0576307318183,510.8275909423828,97.91669192868133,232.16336059570312,729.7337036132812,170
2024-07-28 13:00:00-07:00,453.75597098704134,535.7693786621094,127.58194503312889,221.55325317382812,579.844970703125,166
2024-07-28 15:00:00-07:00,576.9607063893521,579.3302917480469,5.430719836197562,563.0609741210938,585.368896484375,85
